Time,aggregate
2011-04-21 01:53:00,506.0
2011-04-21 01:54:00,428.0
2011-04-21 01:55:00,429.0
2011-04-21 01:56:00,430.0
2011-04-21 01:57:00,636.0
2011-04-21 01:58:00,1059.0
2011-04-21 01:59:00,3250.0
2011-04-21 02:00:00,2980.0
2011-04-21 02:01:00,1017.0
2011-04-21 02:02:00,860.0
2011-04-21 02:03:00,791.0
2011-04-21 02:04:00,739.0
2011-04-21 02:05:00,344.0
2011-04-21 02:06:00,495.0
2011-04-21 02:07:00,319.0
2011-04-21 02:08:00,320.0
2011-04-21 02:09:00,330.0
2011-04-21 02:10:00,322.0
2011-04-21 02:11:00,314.0
2011-04-21 02:12:00,309.0
2011-04-21 02:13:00,322.0
2011-04-21 02:14:00,319.0
2011-04-21 02:15:00,318.0
2011-04-21 02:16:00,312.0
2011-04-21 02:17:00,309.0
2011-04-21 02:18:00,305.0
2011-04-21 02:19:00,315.0
2011-04-21 02:20:00,312.0
2011-04-21 02:21:00,305.0
2011-04-21 02:22:00,315.0
2011-04-21 02:23:00,306.0
2011-04-21 02:24:00,303.0
2011-04-21 02:25:00,315.0
2011-04-21 02:26:00,389.0
2011-04-21 02:27:00,402.0
2011-04-21 02:28:00,406.0
2011-04-21 02:29:00,406.0
2011-04-21 02:30:00,2249.0
2011-04-21 02:31:00,359.0
2011-04-21 02:32:00,356.0
2011-04-21 02:33:00,1082.0
2011-04-21 02:34:00,387.0
2011-04-21 02:35:00,377.0
2011-04-21 02:36:00,385.0
2011-04-21 02:37:00,384.0
2011-04-21 02:38:00,383.0
2011-04-21 02:39:00,344.0
2011-04-21 02:40:00,366.0
2011-04-21 02:41:00,148.0
2011-04-21 02:42:00,166.0
2011-04-21 02:43:00,168.0
2011-04-21 02:44:00,170.0
2011-04-21 02:45:00,161.0
2011-04-21 02:46:00,147.0
2011-04-21 02:47:00,154.0
2011-04-21 02:48:00,159.0
2011-04-21 02:49:00,155.0
2011-04-21 02:50:00,155.0
2011-04-21 02:51:00,140.0
2011-04-21 02:52:00,153.0
2011-04-21 02:53:00,152.0
2011-04-21 02:54:00,150.0
2011-04-21 02:55:00,150.0
2011-04-21 02:56:00,153.0
2011-04-21 02:57:00,144.0
2011-04-21 02:58:00,138.0
2011-04-21 02:59:00,147.0
2011-04-21 03:00:00,142.0
2011-04-21 03:01:00,141.0
2011-04-21 03:02:00,148.0
2011-04-21 03:03:00,144.0
2011-04-21 03:04:00,137.0
2011-04-21 03:05:00,146.0
2011-04-21 03:06:00,151.0
2011-04-21 03:07:00,142.0
2011-04-21 03:08:00,154.0
2011-04-21 03:09:00,150.0
2011-04-21 03:10:00,145.0
2011-04-21 03:11:00,307.0
2011-04-21 03:12:00,666.0
2011-04-21 03:13:00,667.0
2011-04-21 03:14:00,666.0
2011-04-21 03:15:00,748.0
2011-04-21 03:16:00,741.0
2011-04-21 03:17:00,643.0
2011-04-21 03:18:00,646.0
2011-04-21 03:19:00,639.0
2011-04-21 03:20:00,645.0
2011-04-21 03:21:00,658.0
2011-04-21 03:22:00,645.0
2011-04-21 03:23:00,135.0
2011-04-21 03:24:00,151.0
2011-04-21 03:25:00,139.0
2011-04-21 03:26:00,142.0
2011-04-21 03:27:00,141.0
2011-04-21 03:28:00,144.0
2011-04-21 03:29:00,146.0
2011-04-21 03:30:00,137.0
2011-04-21 03:31:00,235.0
2011-04-21 03:32:00,217.0
2011-04-21 03:33:00,216.0
2011-04-21 03:34:00,219.0
2011-04-21 03:35:00,216.0
2011-04-21 03:36:00,294.0
2011-04-21 03:37:00,296.0
2011-04-21 03:38:00,294.0
2011-04-21 03:39:00,313.0
2011-04-21 03:40:00,315.0
2011-04-21 03:41:00,394.0
2011-04-21 03:42:00,300.0
2011-04-21 03:43:00,181.0
2011-04-21 03:44:00,416.0
2011-04-21 03:45:00,383.0
2011-04-21 03:46:00,367.0
2011-04-21 03:47:00,349.0
2011-04-21 03:48:00,351.0
2011-04-21 03:49:00,484.0
2011-04-21 03:50:00,538.0
2011-04-21 03:51:00,388.0
2011-04-21 03:52:00,372.0
2011-04-21 03:53:00,378.0
2011-04-21 03:54:00,380.0
2011-04-21 03:55:00,376.0
2011-04-21 03:56:00,366.0
2011-04-21 03:57:00,370.0
2011-04-21 03:58:00,394.0
2011-04-21 03:59:00,390.0
2011-04-21 04:00:00,315.0
2011-04-21 04:01:00,313.0
2011-04-21 04:02:00,324.0
2011-04-21 04:03:00,322.0
2011-04-21 04:04:00,262.0
2011-04-21 04:05:00,267.0
2011-04-21 04:06:00,264.0
2011-04-21 04:07:00,255.0
2011-04-21 04:08:00,265.0
2011-04-21 04:09:00,258.0
2011-04-21 04:10:00,260.0
2011-04-21 04:11:00,261.0
2011-04-21 04:12:00,260.0
2011-04-21 04:13:00,261.0
2011-04-21 04:14:00,253.0
2011-04-21 04:15:00,257.0
2011-04-21 04:16:00,254.0
2011-04-21 04:17:00,251.0
2011-04-21 04:18:00,250.0
2011-04-21 04:19:00,243.0
2011-04-21 04:20:00,249.0
2011-04-21 04:21:00,244.0
2011-04-21 04:22:00,246.0
2011-04-21 04:23:00,242.0
2011-04-21 04:24:00,249.0
2011-04-21 04:25:00,241.0
2011-04-21 04:26:00,244.0
2011-04-21 04:27:00,244.0
2011-04-21 04:28:00,233.0
2011-04-21 04:29:00,232.0
2011-04-21 04:30:00,234.0
2011-04-21 04:31:00,231.0
2011-04-21 04:32:00,230.0
2011-04-21 04:33:00,232.0
2011-04-21 04:34:00,229.0
2011-04-21 04:35:00,220.0
2011-04-21 04:36:00,203.0
2011-04-21 04:37:00,81.0
2011-04-21 04:38:00,78.0
2011-04-21 04:39:00,75.0
2011-04-21 04:40:00,79.0
2011-04-21 04:41:00,79.0
2011-04-21 04:42:00,78.0
2011-04-21 04:43:00,78.0
2011-04-21 04:44:00,74.0
2011-04-21 04:45:00,76.0
2011-04-21 04:46:00,70.0
2011-04-21 04:47:00,75.0
2011-04-21 04:48:00,77.0
2011-04-21 04:49:00,72.0
2011-04-21 04:50:00,75.0
2011-04-21 04:51:00,75.0
2011-04-21 04:52:00,77.0
2011-04-21 04:53:00,78.0
2011-04-21 04:54:00,73.0
2011-04-21 04:55:00,74.0
2011-04-21 04:56:00,73.0
2011-04-21 04:57:00,74.0
2011-04-21 04:58:00,75.0
2011-04-21 04:59:00,74.0
2011-04-21 05:00:00,76.0
2011-04-21 05:01:00,79.0
2011-04-21 05:02:00,74.0
2011-04-21 05:03:00,76.0
2011-04-21 05:04:00,72.0
2011-04-21 05:05:00,74.0
2011-04-21 05:06:00,74.0
2011-04-21 05:07:00,74.0
2011-04-21 05:08:00,69.0
2011-04-21 05:09:00,75.0
2011-04-21 05:10:00,75.0
2011-04-21 05:11:00,71.0
2011-04-21 05:12:00,69.0
2011-04-21 05:13:00,76.0
2011-04-21 05:14:00,73.0
2011-04-21 05:15:00,75.0
2011-04-21 05:16:00,224.0
2011-04-21 05:17:00,239.0
2011-04-21 05:18:00,223.0
2011-04-21 05:19:00,215.0
2011-04-21 05:20:00,214.0
2011-04-21 05:21:00,214.0
2011-04-21 05:22:00,216.0
2011-04-21 05:23:00,210.0
2011-04-21 05:24:00,212.0
2011-04-21 05:25:00,216.0
2011-04-21 05:26:00,210.0
2011-04-21 05:27:00,211.0
2011-04-21 05:28:00,205.0
2011-04-21 05:29:00,210.0
2011-04-21 05:30:00,208.0
2011-04-21 05:31:00,204.0
2011-04-21 05:32:00,206.0
2011-04-21 05:33:00,205.0
2011-04-21 05:34:00,202.0
2011-04-21 05:35:00,202.0
2011-04-21 05:36:00,201.0
2011-04-21 05:37:00,201.0
2011-04-21 05:38:00,204.0
2011-04-21 05:39:00,202.0
2011-04-21 05:40:00,202.0
2011-04-21 05:41:00,199.0
2011-04-21 05:42:00,201.0
2011-04-21 05:43:00,74.0
2011-04-21 05:44:00,76.0
2011-04-21 05:45:00,77.0
2011-04-21 05:46:00,71.0
2011-04-21 05:47:00,74.0
2011-04-21 05:48:00,74.0
2011-04-21 05:49:00,74.0
2011-04-21 05:50:00,72.0
2011-04-21 05:51:00,72.0
2011-04-21 05:52:00,75.0
2011-04-21 05:53:00,74.0
2011-04-21 05:54:00,70.0
2011-04-21 05:55:00,73.0
2011-04-21 05:56:00,75.0
2011-04-21 05:57:00,77.0
2011-04-21 05:58:00,72.0
2011-04-21 05:59:00,72.0
2011-04-21 06:00:00,74.0
2011-04-21 06:01:00,72.0
2011-04-21 06:02:00,70.0
2011-04-21 06:03:00,71.0
2011-04-21 06:04:00,75.0
2011-04-21 06:05:00,72.0
2011-04-21 06:06:00,72.0
2011-04-21 06:07:00,72.0
2011-04-21 06:08:00,70.0
2011-04-21 06:09:00,68.0
2011-04-21 06:10:00,76.0
2011-04-21 06:11:00,72.0
2011-04-21 06:12:00,75.0
2011-04-21 06:13:00,74.0
2011-04-21 06:14:00,80.0
2011-04-21 06:15:00,71.0
2011-04-21 06:16:00,75.0
2011-04-21 06:17:00,73.0
2011-04-21 06:18:00,72.0
2011-04-21 06:19:00,70.0
2011-04-21 06:20:00,70.0
2011-04-21 06:21:00,74.0
2011-04-21 06:22:00,73.0
2011-04-21 06:23:00,71.0
2011-04-21 06:24:00,234.0
2011-04-21 06:25:00,233.0
2011-04-21 06:26:00,222.0
2011-04-21 06:27:00,210.0
2011-04-21 06:28:00,210.0
2011-04-21 06:29:00,210.0
2011-04-21 06:30:00,209.0
2011-04-21 06:31:00,207.0
2011-04-21 06:32:00,212.0
2011-04-21 06:33:00,212.0
2011-04-21 06:34:00,210.0
2011-04-21 06:35:00,202.0
2011-04-21 06:36:00,205.0
2011-04-21 06:37:00,209.0
2011-04-21 06:38:00,204.0
2011-04-21 06:39:00,202.0
2011-04-21 06:40:00,207.0
2011-04-21 06:41:00,201.0
2011-04-21 06:42:00,200.0
2011-04-21 06:43:00,199.0
2011-04-21 06:44:00,201.0
2011-04-21 06:45:00,218.0
2011-04-21 06:46:00,222.0
2011-04-21 06:47:00,219.0
2011-04-21 06:48:00,77.0
2011-04-21 06:49:00,75.0
2011-04-21 06:50:00,71.0
2011-04-21 06:51:00,71.0
2011-04-21 06:52:00,71.0
2011-04-21 06:53:00,74.0
2011-04-21 06:54:00,74.0
2011-04-21 06:55:00,72.0
2011-04-21 06:56:00,71.0
2011-04-21 06:57:00,71.0
2011-04-21 06:58:00,73.0
2011-04-21 06:59:00,76.0
2011-04-21 07:00:00,78.0
2011-04-21 07:01:00,74.0
2011-04-21 07:02:00,75.0
2011-04-21 07:03:00,74.0
2011-04-21 07:04:00,79.0
2011-04-21 07:05:00,75.0
2011-04-21 07:06:00,75.0
2011-04-21 07:07:00,74.0
2011-04-21 07:08:00,73.0
2011-04-21 07:09:00,77.0
2011-04-21 07:10:00,72.0
2011-04-21 07:11:00,72.0
2011-04-21 07:12:00,74.0
2011-04-21 07:13:00,75.0
2011-04-21 07:14:00,75.0
2011-04-21 07:15:00,78.0
2011-04-21 07:16:00,74.0
2011-04-21 07:17:00,75.0
2011-04-21 07:18:00,73.0
2011-04-21 07:19:00,74.0
2011-04-21 07:20:00,73.0
2011-04-21 07:21:00,71.0
2011-04-21 07:22:00,73.0
2011-04-21 07:23:00,69.0
2011-04-21 07:24:00,74.0
2011-04-21 07:25:00,74.0
2011-04-21 07:26:00,67.0
2011-04-21 07:27:00,72.0
2011-04-21 07:28:00,72.0
2011-04-21 07:29:00,74.0
2011-04-21 07:30:00,73.0
2011-04-21 07:31:00,240.0
2011-04-21 07:32:00,222.0
2011-04-21 07:33:00,213.0
2011-04-21 07:34:00,209.0
2011-04-21 07:35:00,209.0
2011-04-21 07:36:00,211.0
2011-04-21 07:37:00,208.0
2011-04-21 07:38:00,207.0
2011-04-21 07:39:00,207.0
2011-04-21 07:40:00,208.0
2011-04-21 07:41:00,209.0
2011-04-21 07:42:00,205.0
2011-04-21 07:43:00,223.0
2011-04-21 07:44:00,220.0
2011-04-21 07:45:00,201.0
2011-04-21 07:46:00,200.0
2011-04-21 07:47:00,199.0
2011-04-21 07:48:00,206.0
2011-04-21 07:49:00,201.0
2011-04-21 07:50:00,200.0
2011-04-21 07:51:00,199.0
2011-04-21 07:52:00,197.0
2011-04-21 07:53:00,73.0
2011-04-21 07:54:00,71.0
2011-04-21 07:55:00,75.0
2011-04-21 07:56:00,73.0
2011-04-21 07:57:00,76.0
2011-04-21 07:58:00,73.0
2011-04-21 07:59:00,73.0
2011-04-21 08:00:00,75.0
2011-04-21 08:01:00,76.0
2011-04-21 08:02:00,71.0
2011-04-21 08:03:00,74.0
2011-04-21 08:04:00,73.0
2011-04-21 08:05:00,76.0
2011-04-21 08:06:00,72.0
2011-04-21 08:07:00,71.0
2011-04-21 08:08:00,73.0
2011-04-21 08:09:00,74.0
2011-04-21 08:10:00,73.0
2011-04-21 08:11:00,72.0
2011-04-21 08:12:00,72.0
2011-04-21 08:13:00,73.0
2011-04-21 08:14:00,74.0
2011-04-21 08:15:00,73.0
2011-04-21 08:16:00,71.0
2011-04-21 08:17:00,73.0
2011-04-21 08:18:00,69.0
2011-04-21 08:19:00,74.0
2011-04-21 08:20:00,75.0
2011-04-21 08:21:00,72.0
2011-04-21 08:22:00,73.0
2011-04-21 08:23:00,72.0
2011-04-21 08:24:00,72.0
2011-04-21 08:25:00,76.0
2011-04-21 08:26:00,74.0
2011-04-21 08:27:00,72.0
2011-04-21 08:28:00,74.0
2011-04-21 08:29:00,72.0
2011-04-21 08:30:00,70.0
2011-04-21 08:31:00,71.0
2011-04-21 08:32:00,72.0
2011-04-21 08:33:00,73.0
2011-04-21 08:34:00,77.0
2011-04-21 08:35:00,72.0
2011-04-21 08:36:00,240.0
2011-04-21 08:37:00,229.0
2011-04-21 08:38:00,214.0
2011-04-21 08:39:00,210.0
2011-04-21 08:40:00,211.0
2011-04-21 08:41:00,209.0
2011-04-21 08:42:00,211.0
2011-04-21 08:43:00,206.0
2011-04-21 08:44:00,206.0
2011-04-21 08:45:00,207.0
2011-04-21 08:46:00,207.0
2011-04-21 08:47:00,201.0
2011-04-21 08:48:00,204.0
2011-04-21 08:49:00,204.0
2011-04-21 08:50:00,201.0
2011-04-21 08:51:00,201.0
2011-04-21 08:52:00,204.0
2011-04-21 08:53:00,203.0
2011-04-21 08:54:00,198.0
2011-04-21 08:55:00,196.0
2011-04-21 08:56:00,198.0
2011-04-21 08:57:00,75.0
2011-04-21 08:58:00,71.0
2011-04-21 08:59:00,71.0
2011-04-21 09:00:00,74.0
2011-04-21 09:01:00,70.0
2011-04-21 09:02:00,74.0
2011-04-21 09:03:00,74.0
2011-04-21 09:04:00,74.0
2011-04-21 09:05:00,76.0
2011-04-21 09:06:00,72.0
2011-04-21 09:07:00,72.0
2011-04-21 09:08:00,73.0
2011-04-21 09:09:00,72.0
2011-04-21 09:10:00,71.0
2011-04-21 09:11:00,73.0
2011-04-21 09:12:00,80.0
2011-04-21 09:13:00,73.0
2011-04-21 09:14:00,72.0
2011-04-21 09:15:00,73.0
2011-04-21 09:16:00,73.0
2011-04-21 09:17:00,73.0
2011-04-21 09:18:00,74.0
2011-04-21 09:19:00,69.0
2011-04-21 09:20:00,74.0
2011-04-21 09:21:00,67.0
2011-04-21 09:22:00,72.0
2011-04-21 09:23:00,70.0
2011-04-21 09:24:00,76.0
2011-04-21 09:25:00,74.0
2011-04-21 09:26:00,69.0
2011-04-21 09:27:00,73.0
2011-04-21 09:28:00,74.0
2011-04-21 09:29:00,74.0
2011-04-21 09:30:00,75.0
2011-04-21 09:31:00,74.0
2011-04-21 09:32:00,84.0
2011-04-21 09:33:00,76.0
2011-04-21 09:34:00,71.0
2011-04-21 09:35:00,73.0
2011-04-21 09:36:00,74.0
2011-04-21 09:37:00,72.0
2011-04-21 09:38:00,73.0
2011-04-21 09:39:00,74.0
2011-04-21 09:40:00,1149.0
2011-04-21 09:41:00,232.0
2011-04-21 09:42:00,221.0
2011-04-21 09:43:00,212.0
2011-04-21 09:44:00,210.0
2011-04-21 09:45:00,211.0
2011-04-21 09:46:00,210.0
2011-04-21 09:47:00,206.0
2011-04-21 09:48:00,210.0
2011-04-21 09:49:00,208.0
2011-04-21 09:50:00,206.0
2011-04-21 09:51:00,205.0
2011-04-21 09:52:00,208.0
2011-04-21 09:53:00,202.0
2011-04-21 09:54:00,205.0
2011-04-21 09:55:00,197.0
2011-04-21 09:56:00,202.0
2011-04-21 09:57:00,202.0
2011-04-21 09:58:00,197.0
2011-04-21 09:59:00,196.0
2011-04-21 10:00:00,200.0
2011-04-21 10:01:00,73.0
2011-04-21 10:02:00,73.0
2011-04-21 10:03:00,72.0
2011-04-21 10:04:00,76.0
2011-04-21 10:05:00,75.0
2011-04-21 10:06:00,72.0
2011-04-21 10:07:00,76.0
2011-04-21 10:08:00,72.0
2011-04-21 10:09:00,72.0
2011-04-21 10:10:00,69.0
2011-04-21 10:11:00,74.0
2011-04-21 10:12:00,74.0
2011-04-21 10:13:00,73.0
2011-04-21 10:14:00,69.0
2011-04-21 10:15:00,73.0
2011-04-21 10:16:00,77.0
2011-04-21 10:17:00,74.0
2011-04-21 10:18:00,70.0
2011-04-21 10:19:00,71.0
2011-04-21 10:20:00,74.0
2011-04-21 10:21:00,70.0
2011-04-21 10:22:00,69.0
2011-04-21 10:23:00,70.0
2011-04-21 10:24:00,75.0
2011-04-21 10:25:00,74.0
2011-04-21 10:26:00,69.0
2011-04-21 10:27:00,75.0
2011-04-21 10:28:00,75.0
2011-04-21 10:29:00,71.0
2011-04-21 10:30:00,71.0
2011-04-21 10:31:00,71.0
2011-04-21 10:32:00,73.0
2011-04-21 10:33:00,69.0
2011-04-21 10:34:00,70.0
2011-04-21 10:35:00,72.0
2011-04-21 10:36:00,73.0
2011-04-21 10:37:00,74.0
2011-04-21 10:38:00,73.0
2011-04-21 10:39:00,72.0
2011-04-21 10:40:00,74.0
2011-04-21 10:41:00,70.0
2011-04-21 10:42:00,68.0
2011-04-21 10:43:00,75.0
2011-04-21 10:44:00,1151.0
2011-04-21 10:45:00,233.0
2011-04-21 10:46:00,220.0
2011-04-21 10:47:00,208.0
2011-04-21 10:48:00,210.0
2011-04-21 10:49:00,207.0
2011-04-21 10:50:00,206.0
2011-04-21 10:51:00,211.0
2011-04-21 10:52:00,209.0
2011-04-21 10:53:00,206.0
2011-04-21 10:54:00,205.0
2011-04-21 10:55:00,205.0
2011-04-21 10:56:00,204.0
2011-04-21 10:57:00,202.0
2011-04-21 10:58:00,203.0
2011-04-21 10:59:00,200.0
2011-04-21 11:00:00,203.0
2011-04-21 11:01:00,201.0
2011-04-21 11:02:00,200.0
2011-04-21 11:03:00,200.0
2011-04-21 11:04:00,75.0
2011-04-21 11:05:00,71.0
2011-04-21 11:06:00,68.0
2011-04-21 11:07:00,70.0
2011-04-21 11:08:00,78.0
2011-04-21 11:09:00,73.0
2011-04-21 11:10:00,72.0
2011-04-21 11:11:00,71.0
2011-04-21 11:12:00,73.0
2011-04-21 11:13:00,70.0
2011-04-21 11:14:00,70.0
2011-04-21 11:15:00,73.0
2011-04-21 11:16:00,73.0
2011-04-21 11:17:00,72.0
2011-04-21 11:18:00,70.0
2011-04-21 11:19:00,71.0
2011-04-21 11:20:00,76.0
2011-04-21 11:21:00,72.0
2011-04-21 11:22:00,69.0
2011-04-21 11:23:00,73.0
2011-04-21 11:24:00,74.0
2011-04-21 11:25:00,74.0
2011-04-21 11:26:00,72.0
2011-04-21 11:27:00,71.0
2011-04-21 11:28:00,72.0
2011-04-21 11:29:00,67.0
2011-04-21 11:30:00,268.0
2011-04-21 11:31:00,612.0
2011-04-21 11:32:00,826.0
2011-04-21 11:33:00,565.0
2011-04-21 11:34:00,556.0
2011-04-21 11:35:00,549.0
2011-04-21 11:36:00,548.0
2011-04-21 11:37:00,548.0
2011-04-21 11:38:00,540.0
2011-04-21 11:39:00,538.0
2011-04-21 11:40:00,541.0
2011-04-21 11:41:00,540.0
2011-04-21 11:42:00,521.0
2011-04-21 11:43:00,466.0
2011-04-21 11:44:00,74.0
2011-04-21 11:45:00,71.0
2011-04-21 11:46:00,256.0
2011-04-21 11:47:00,601.0
2011-04-21 11:48:00,888.0
2011-04-21 11:49:00,695.0
2011-04-21 11:50:00,678.0
2011-04-21 11:51:00,676.0
2011-04-21 11:52:00,805.0
2011-04-21 11:53:00,1041.0
2011-04-21 11:54:00,1004.0
2011-04-21 11:55:00,991.0
2011-04-21 11:56:00,931.0
2011-04-21 11:57:00,530.0
2011-04-21 11:58:00,529.0
2011-04-21 11:59:00,700.0
2011-04-21 12:00:00,1041.0
2011-04-21 12:01:00,1188.0
2011-04-21 12:02:00,985.0
2011-04-21 12:03:00,989.0
2011-04-21 12:04:00,983.0
2011-04-21 12:05:00,964.0
2011-04-21 12:06:00,911.0
2011-04-21 12:07:00,519.0
2011-04-21 12:08:00,394.0
2011-04-21 12:09:00,285.0
2011-04-21 12:10:00,465.0
2011-04-21 12:11:00,813.0
2011-04-21 12:12:00,992.0
2011-04-21 12:13:00,832.0
2011-04-21 12:14:00,807.0
2011-04-21 12:15:00,807.0
2011-04-21 12:16:00,527.0
2011-04-21 12:17:00,464.0
2011-04-21 12:18:00,75.0
2011-04-21 12:19:00,74.0
2011-04-21 12:20:00,79.0
2011-04-21 12:21:00,73.0
2011-04-21 12:22:00,92.0
2011-04-21 12:23:00,101.0
2011-04-21 12:24:00,281.0
2011-04-21 12:25:00,593.0
2011-04-21 12:26:00,803.0
2011-04-21 12:27:00,545.0
2011-04-21 12:28:00,541.0
2011-04-21 12:29:00,539.0
2011-04-21 12:30:00,526.0
2011-04-21 12:31:00,471.0
2011-04-21 12:32:00,73.0
2011-04-21 12:33:00,77.0
2011-04-21 12:34:00,73.0
2011-04-21 12:35:00,71.0
2011-04-21 12:36:00,93.0
2011-04-21 12:37:00,98.0
2011-04-21 12:38:00,282.0
2011-04-21 12:39:00,661.0
2011-04-21 12:40:00,731.0
2011-04-21 12:41:00,619.0
2011-04-21 12:42:00,569.0
2011-04-21 12:43:00,569.0
2011-04-21 12:44:00,630.0
2011-04-21 12:45:00,553.0
2011-04-21 12:46:00,80.0
2011-04-21 12:47:00,84.0
2011-04-21 12:48:00,108.0
2011-04-21 12:49:00,83.0
2011-04-21 12:50:00,93.0
2011-04-21 12:51:00,324.0
2011-04-21 12:52:00,262.0
2011-04-21 12:53:00,211.0
2011-04-21 12:54:00,205.0
2011-04-21 12:55:00,392.0
2011-04-21 12:56:00,731.0
2011-04-21 12:57:00,944.0
2011-04-21 12:58:00,679.0
2011-04-21 12:59:00,676.0
2011-04-21 13:00:00,679.0
2011-04-21 13:01:00,657.0
2011-04-21 13:02:00,600.0
2011-04-21 13:03:00,199.0
2011-04-21 13:04:00,199.0
2011-04-21 13:05:00,200.0
2011-04-21 13:06:00,193.0
2011-04-21 13:07:00,200.0
2011-04-21 13:08:00,202.0
2011-04-21 13:09:00,198.0
2011-04-21 13:10:00,194.0
2011-04-21 13:11:00,198.0
2011-04-21 13:12:00,194.0
2011-04-21 13:13:00,194.0
2011-04-21 13:14:00,68.0
2011-04-21 13:15:00,72.0
2011-04-21 13:16:00,74.0
2011-04-21 13:17:00,67.0
2011-04-21 13:18:00,70.0
2011-04-21 13:19:00,74.0
2011-04-21 13:20:00,69.0
2011-04-21 13:21:00,66.0
2011-04-21 13:22:00,71.0
2011-04-21 13:23:00,72.0
2011-04-21 13:24:00,66.0
2011-04-21 13:25:00,68.0
2011-04-21 13:26:00,92.0
2011-04-21 13:27:00,133.0
2011-04-21 13:28:00,116.0
2011-04-21 13:29:00,116.0
2011-04-21 13:30:00,115.0
2011-04-21 13:31:00,112.0
2011-04-21 13:32:00,117.0
2011-04-21 13:33:00,113.0
2011-04-21 13:34:00,123.0
2011-04-21 13:35:00,109.0
2011-04-21 13:36:00,112.0
2011-04-21 13:37:00,152.0
2011-04-21 13:38:00,120.0
2011-04-21 13:39:00,116.0
2011-04-21 13:40:00,122.0
