Time,lighting,furance,kitchen_outlets,outlets_unknown,washer_dryer,stove,air_conditioning,air_conditioning2,miscellaeneous,smoke_alarms,lighting2,kitchen_outlets2,dishwaser,bathroom_gfi,bathroom_gfi2,lighting3,lighting4,air_conditioning3
2011-04-21 00:22:00,311.0,32.0,62.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-04-21 00:23:00,311.0,30.0,56.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-04-21 00:24:00,290.0,31.0,55.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-04-21 00:25:00,278.0,33.0,47.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-04-21 00:26:00,279.0,33.0,59.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-04-21 00:27:00,277.0,29.0,50.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-04-21 00:28:00,277.0,29.0,54.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-04-21 00:29:00,276.0,31.0,55.0,0.0,1.0,5.0,2.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-04-21 00:30:00,278.0,32.0,54.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-04-21 00:31:00,275.0,30.0,31.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-04-21 00:32:00,278.0,29.0,31.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-04-21 00:33:00,277.0,31.0,31.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-04-21 00:34:00,276.0,31.0,31.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,23.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:35:00,277.0,31.0,31.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,22.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0
2011-04-21 00:36:00,275.0,28.0,31.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,20.0,1.0,0.0,1.0,0.0,0.0,56.0,0.0
2011-04-21 00:37:00,275.0,31.0,31.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,58.0,0.0
2011-04-21 00:38:00,277.0,31.0,31.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,19.0,1.0,0.0,1.0,1.0,0.0,23.0,0.0
2011-04-21 00:39:00,274.0,31.0,31.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:40:00,277.0,30.0,31.0,0.0,1.0,41.0,0.0,0.0,2.0,0.0,18.0,82.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:41:00,277.0,33.0,31.0,0.0,2.0,1913.0,30.0,22.0,1.0,1.0,18.0,2.0,1.0,1.0,2.0,1.0,22.0,0.0
2011-04-21 00:42:00,278.0,31.0,31.0,0.0,1.0,70.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:43:00,278.0,29.0,32.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,23.0,2.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:44:00,278.0,30.0,32.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:45:00,279.0,30.0,31.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:46:00,278.0,31.0,32.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,19.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:47:00,275.0,29.0,31.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:48:00,276.0,30.0,31.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:49:00,277.0,31.0,32.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:50:00,276.0,29.0,32.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,22.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:51:00,277.0,29.0,32.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:52:00,278.0,29.0,31.0,0.0,2.0,1870.0,30.0,22.0,1.0,1.0,22.0,2.0,1.0,1.0,1.0,0.0,22.0,0.0
2011-04-21 00:53:00,277.0,33.0,32.0,1.0,1.0,1872.0,30.0,22.0,2.0,1.0,23.0,2.0,1.0,1.0,1.0,0.0,22.0,0.0
2011-04-21 00:54:00,279.0,30.0,32.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,19.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:55:00,279.0,31.0,32.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,19.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:56:00,276.0,32.0,32.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,18.0,140.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:57:00,279.0,30.0,32.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,19.0,169.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:58:00,278.0,31.0,31.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,21.0,159.0,1.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 00:59:00,278.0,30.0,32.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,19.0,147.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:00:00,276.0,31.0,32.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,19.0,145.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:01:00,278.0,32.0,32.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,144.0,0.0,1.0,0.0,1.0,22.0,0.0
2011-04-21 01:02:00,275.0,31.0,32.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,18.0,144.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:03:00,278.0,30.0,33.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,18.0,143.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:04:00,280.0,31.0,32.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,19.0,142.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:05:00,280.0,32.0,31.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,142.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:06:00,281.0,31.0,31.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,22.0,140.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:07:00,281.0,31.0,29.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,18.0,140.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:08:00,280.0,28.0,29.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,19.0,137.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:09:00,280.0,31.0,27.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,23.0,137.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:10:00,280.0,31.0,26.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,18.0,136.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:11:00,279.0,30.0,24.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,19.0,135.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:12:00,278.0,30.0,24.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,21.0,135.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:13:00,278.0,32.0,24.0,0.0,1.0,5.0,2.0,0.0,1.0,0.0,22.0,134.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:14:00,280.0,32.0,23.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,24.0,134.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:15:00,279.0,29.0,23.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,23.0,134.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:16:00,278.0,28.0,21.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,22.0,132.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:17:00,277.0,31.0,20.0,0.0,1.0,5.0,2.0,0.0,1.0,0.0,20.0,130.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:18:00,277.0,31.0,20.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,23.0,131.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:19:00,275.0,29.0,49.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,23.0,131.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:20:00,276.0,29.0,47.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,22.0,131.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:21:00,276.0,30.0,46.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,19.0,127.0,0.0,1.0,1.0,0.0,22.0,0.0
2011-04-21 01:22:00,276.0,34.0,40.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,21.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:23:00,287.0,30.0,38.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,22.0,1.0,0.0,1.0,1.0,0.0,22.0,0.0
2011-04-21 01:24:00,287.0,29.0,47.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:25:00,277.0,31.0,44.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:26:00,277.0,32.0,44.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,22.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:27:00,277.0,28.0,41.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,19.0,1.0,0.0,1.0,0.0,0.0,21.0,0.0
2011-04-21 01:28:00,277.0,30.0,30.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,21.0,0.0
2011-04-21 01:29:00,277.0,31.0,29.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,21.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:30:00,278.0,32.0,32.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,2.0,0.0,1.0,1.0,0.0,22.0,0.0
2011-04-21 01:31:00,278.0,30.0,39.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,22.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:32:00,278.0,30.0,33.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:33:00,277.0,31.0,39.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,24.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:34:00,276.0,32.0,51.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:35:00,277.0,32.0,43.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,20.0,2.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:36:00,278.0,30.0,41.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,1.0,0.0,22.0,0.0
2011-04-21 01:37:00,278.0,30.0,35.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:38:00,276.0,31.0,41.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:39:00,277.0,30.0,33.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:40:00,277.0,31.0,35.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,21.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:41:00,275.0,32.0,34.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:42:00,276.0,32.0,14.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,23.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:43:00,276.0,29.0,14.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,19.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:44:00,275.0,32.0,14.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,22.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:45:00,277.0,31.0,14.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:46:00,278.0,32.0,14.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,20.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:47:00,278.0,29.0,14.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:48:00,277.0,30.0,14.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:49:00,278.0,31.0,14.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,19.0,1.0,0.0,1.0,1.0,0.0,22.0,0.0
2011-04-21 01:50:00,279.0,33.0,57.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,21.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:51:00,280.0,30.0,69.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:52:00,279.0,31.0,67.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,20.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:53:00,279.0,31.0,66.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,81.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:54:00,277.0,31.0,70.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:55:00,279.0,29.0,67.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,22.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:56:00,280.0,30.0,70.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0
2011-04-21 01:57:00,282.0,234.0,67.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,20.0,1.0,0.0,1.0,1.0,0.0,22.0,0.0
2011-04-21 01:58:00,281.0,579.0,66.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,82.0,0.0,1.0,1.0,0.0,22.0,0.0
2011-04-21 01:59:00,280.0,787.0,63.0,4.0,1.0,1926.0,35.0,25.0,2.0,1.0,18.0,82.0,1.0,1.0,2.0,0.0,22.0,0.0
2011-04-21 02:00:00,278.0,518.0,67.0,3.0,0.0,1925.0,32.0,25.0,2.0,1.0,22.0,82.0,1.0,1.0,2.0,0.0,21.0,0.0
2011-04-21 02:01:00,276.0,512.0,63.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,52.0,82.0,0.0,1.0,1.0,0.0,22.0,0.0
2011-04-21 02:02:00,208.0,508.0,2.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,108.0,2.0,0.0,1.0,1.0,0.0,21.0,0.0
2011-04-21 02:03:00,0.0,490.0,2.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,150.0,138.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:04:00,0.0,428.0,2.0,2.0,1.0,6.0,0.0,0.0,2.0,0.0,132.0,164.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:05:00,0.0,33.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,145.0,154.0,1.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:06:00,101.0,32.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,129.0,221.0,1.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:07:00,0.0,31.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,132.0,144.0,1.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:08:00,0.0,32.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,133.0,143.0,1.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:09:00,0.0,32.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,142.0,144.0,2.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:10:00,0.0,33.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,134.0,143.0,1.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:11:00,0.0,31.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,130.0,142.0,1.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:12:00,0.0,31.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,128.0,139.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:13:00,0.0,34.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,137.0,140.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:14:00,0.0,32.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,137.0,139.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:15:00,0.0,32.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,133.0,140.0,2.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:16:00,0.0,31.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,131.0,138.0,1.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:17:00,0.0,33.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,129.0,136.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:18:00,0.0,32.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,127.0,135.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:19:00,0.0,32.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,137.0,135.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:20:00,0.0,30.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,137.0,133.0,1.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:21:00,0.0,32.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,129.0,133.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:22:00,0.0,32.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,140.0,132.0,1.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:23:00,0.0,31.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,131.0,133.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:24:00,0.0,32.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,128.0,132.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:25:00,0.0,35.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,139.0,131.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:26:00,82.0,33.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,132.0,131.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:27:00,103.0,31.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,128.0,129.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:28:00,109.0,30.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,128.0,129.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:29:00,106.0,32.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,129.0,128.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:30:00,101.0,32.0,1.0,0.0,2.0,1920.0,30.0,22.0,2.0,1.0,131.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0
2011-04-21 02:31:00,100.0,32.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,135.0,81.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:32:00,98.0,32.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,134.0,81.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:33:00,0.0,828.0,34.0,24.0,19.0,8.0,22.0,15.0,2.0,0.0,127.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:34:00,0.0,247.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,129.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:35:00,0.0,238.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,126.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:36:00,0.0,235.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,139.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:37:00,0.0,233.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,140.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:38:00,0.0,235.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,136.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:39:00,0.0,229.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,104.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2011-04-21 02:40:00,0.0,230.0,1.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,122.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
