Time,outlets_unknown,outlets_unknown2,lighting,electronics,refrigerator,disposal,dishwaser,furance,lighting2,outlets_unknown3,washer_dryer,washer_dryer2,lighting3,microwave,lighting4,smoke_alarms,lighting5,bathroom_gfi,kitchen_outlets,kitchen_outlets2
2011-04-20 01:48:00,54.0,1.0,0.0,246.0,118.0,0.0,1.0,5.0,154.0,0.0,2452.0,2652.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 01:49:00,0.0,1.0,0.0,251.0,117.0,0.0,1.0,5.0,153.0,0.0,2245.0,2510.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 01:50:00,1.0,1.0,0.0,248.0,117.0,0.0,1.0,5.0,154.0,0.0,2240.0,285.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0
2011-04-20 01:51:00,1.0,1.0,0.0,248.0,117.0,0.0,1.0,5.0,154.0,0.0,2295.0,2548.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 01:52:00,0.0,1.0,0.0,240.0,116.0,0.0,1.0,5.0,154.0,0.0,2242.0,2505.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 01:53:00,1.0,0.0,0.0,240.0,117.0,0.0,0.0,5.0,154.0,0.0,0.0,290.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 01:54:00,1.0,1.0,0.0,239.0,116.0,0.0,1.0,5.0,154.0,0.0,2390.0,2630.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 01:55:00,1.0,1.0,0.0,259.0,115.0,0.0,1.0,5.0,154.0,0.0,2245.0,2505.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 01:56:00,1.0,0.0,0.0,246.0,116.0,0.0,0.0,5.0,154.0,0.0,0.0,290.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 01:57:00,1.0,1.0,0.0,245.0,115.0,0.0,1.0,5.0,154.0,0.0,2588.0,2735.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 01:58:00,0.0,1.0,0.0,251.0,115.0,0.0,1.0,5.0,153.0,0.0,2255.0,2532.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 01:59:00,1.0,1.0,0.0,246.0,115.0,0.0,0.0,5.0,155.0,0.0,0.0,282.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:00:00,0.0,1.0,0.0,245.0,1.0,0.0,0.0,5.0,154.0,0.0,2400.0,2628.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:01:00,0.0,1.0,0.0,249.0,1.0,0.0,0.0,5.0,153.0,0.0,2258.0,2508.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:02:00,0.0,1.0,0.0,246.0,2.0,0.0,0.0,5.0,155.0,0.0,0.0,278.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:03:00,0.0,1.0,0.0,248.0,1.0,0.0,0.0,5.0,154.0,0.0,2498.0,2708.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:04:00,0.0,1.0,0.0,248.0,2.0,0.0,0.0,5.0,154.0,0.0,2275.0,2522.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:05:00,0.0,1.0,0.0,243.0,1.0,0.0,0.0,5.0,154.0,0.0,0.0,282.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:06:00,0.0,1.0,0.0,240.0,1.0,0.0,0.0,5.0,154.0,0.0,0.0,3065.0,49.0,40.0,28.0,19.0,0.0,0.0,0.0,2.0
2011-04-20 02:07:00,0.0,1.0,0.0,250.0,2.0,0.0,0.0,5.0,153.0,0.0,2448.0,2668.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:08:00,0.0,1.0,0.0,243.0,1.0,0.0,0.0,5.0,154.0,0.0,2242.0,2495.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:09:00,0.0,1.0,0.0,246.0,1.0,0.0,0.0,5.0,154.0,0.0,0.0,282.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:10:00,0.0,1.0,0.0,239.0,1.0,0.0,1.0,5.0,154.0,0.0,2560.0,2792.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:11:00,0.0,1.0,0.0,240.0,1.0,0.0,0.0,5.0,154.0,0.0,2242.0,2492.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,2.0
2011-04-20 02:12:00,0.0,1.0,0.0,252.0,1.0,0.0,0.0,5.0,154.0,0.0,0.0,278.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:13:00,0.0,1.0,0.0,252.0,2.0,1.0,0.0,5.0,154.0,0.0,0.0,275.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:14:00,0.0,1.0,0.0,245.0,1.0,0.0,0.0,5.0,154.0,0.0,2465.0,2688.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:15:00,0.0,1.0,0.0,249.0,1.0,0.0,1.0,5.0,154.0,0.0,2245.0,2492.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:16:00,0.0,1.0,0.0,245.0,1.0,0.0,0.0,5.0,154.0,0.0,0.0,282.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:17:00,0.0,1.0,0.0,247.0,1.0,0.0,0.0,5.0,154.0,0.0,0.0,278.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:18:00,0.0,1.0,0.0,248.0,127.0,0.0,1.0,5.0,154.0,0.0,2550.0,2752.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:19:00,1.0,1.0,1.0,250.0,133.0,0.0,1.0,5.0,154.0,0.0,2248.0,2492.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:20:00,1.0,0.0,0.0,242.0,125.0,0.0,0.0,5.0,154.0,0.0,0.0,278.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:21:00,1.0,0.0,0.0,240.0,118.0,0.0,0.0,5.0,154.0,0.0,0.0,280.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:22:00,1.0,1.0,0.0,243.0,117.0,0.0,1.0,5.0,154.0,0.0,2520.0,2720.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:23:00,1.0,1.0,0.0,249.0,118.0,0.0,1.0,5.0,155.0,0.0,2248.0,2500.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:24:00,1.0,0.0,0.0,242.0,117.0,0.0,0.0,5.0,154.0,0.0,0.0,278.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0
2011-04-20 02:25:00,1.0,0.0,0.0,240.0,118.0,0.0,0.0,5.0,154.0,0.0,0.0,275.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:26:00,1.0,1.0,0.0,238.0,116.0,0.0,1.0,5.0,154.0,0.0,2508.0,2675.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:27:00,1.0,1.0,0.0,246.0,116.0,0.0,1.0,5.0,154.0,0.0,2255.0,2505.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:28:00,1.0,0.0,0.0,267.0,116.0,0.0,1.0,5.0,154.0,0.0,0.0,280.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-04-20 02:29:00,1.0,0.0,1.0,243.0,115.0,0.0,1.0,5.0,155.0,1.0,0.0,282.0,1.0,3.0,114.0,1.0,1.0,0.0,0.0,2.0
2011-04-20 02:30:00,1.0,0.0,0.0,200.0,115.0,0.0,0.0,5.0,155.0,1.0,0.0,282.0,1.0,3.0,116.0,1.0,1.0,0.0,0.0,2.0
2011-04-20 02:31:00,1.0,0.0,0.0,195.0,114.0,0.0,0.0,5.0,155.0,1.0,0.0,280.0,1.0,4.0,121.0,1.0,1.0,0.0,0.0,2.0
2011-04-20 02:32:00,0.0,0.0,0.0,197.0,1.0,0.0,0.0,5.0,155.0,1.0,0.0,280.0,1.0,3.0,126.0,1.0,1.0,0.0,0.0,2.0
2011-04-20 02:33:00,0.0,0.0,0.0,202.0,1.0,0.0,0.0,5.0,155.0,1.0,0.0,282.0,1.0,3.0,129.0,1.0,1.0,0.0,0.0,2.0
2011-04-20 02:34:00,0.0,0.0,0.0,263.0,2.0,1.0,0.0,5.0,155.0,1.0,0.0,280.0,1.0,4.0,130.0,1.0,1.0,0.0,0.0,2.0
2011-04-20 02:35:00,0.0,0.0,0.0,208.0,1.0,0.0,0.0,5.0,154.0,1.0,0.0,282.0,1.0,3.0,130.0,1.0,24.0,0.0,0.0,2.0
2011-04-20 02:36:00,1.0,0.0,0.0,205.0,1.0,0.0,0.0,5.0,334.0,2.0,0.0,285.0,1.0,4.0,130.0,1.0,28.0,0.0,2.0,2.0
2011-04-20 02:37:00,2.0,0.0,1.0,181.0,1.0,0.0,0.0,5.0,335.0,2.0,0.0,282.0,1.0,4.0,130.0,1.0,28.0,0.0,0.0,2.0
2011-04-20 02:38:00,2.0,0.0,1.0,140.0,1.0,0.0,0.0,5.0,335.0,2.0,0.0,280.0,1.0,3.0,143.0,1.0,60.0,0.0,2.0,2.0
2011-04-20 02:39:00,2.0,0.0,1.0,158.0,1.0,0.0,0.0,5.0,335.0,2.0,0.0,292.0,1.0,4.0,143.0,1.0,62.0,0.0,2.0,2.0
2011-04-20 02:40:00,1.0,0.0,0.0,139.0,1.0,0.0,0.0,5.0,181.0,1.0,0.0,282.0,1.0,4.0,143.0,1.0,62.0,0.0,2.0,2.0
2011-04-20 02:41:00,1.0,0.0,0.0,140.0,1.0,0.0,0.0,5.0,181.0,1.0,0.0,282.0,1.0,3.0,142.0,1.0,61.0,0.0,2.0,2.0
2011-04-20 02:42:00,1.0,0.0,0.0,149.0,1.0,0.0,0.0,5.0,181.0,1.0,0.0,288.0,1.0,3.0,142.0,1.0,61.0,0.0,2.0,2.0
2011-04-20 02:43:00,1.0,0.0,0.0,144.0,1.0,0.0,0.0,5.0,182.0,1.0,0.0,282.0,1.0,3.0,142.0,1.0,60.0,0.0,2.0,2.0
2011-04-20 02:44:00,1.0,0.0,0.0,146.0,1.0,0.0,0.0,5.0,182.0,1.0,0.0,292.0,2.0,4.0,142.0,1.0,60.0,0.0,2.0,2.0
2011-04-20 02:45:00,1.0,0.0,0.0,140.0,1.0,0.0,0.0,5.0,182.0,1.0,0.0,295.0,1.0,3.0,142.0,1.0,59.0,0.0,2.0,2.0
2011-04-20 02:46:00,1.0,0.0,0.0,146.0,1.0,0.0,0.0,5.0,182.0,1.0,0.0,295.0,1.0,3.0,143.0,1.0,59.0,0.0,2.0,2.0
2011-04-20 02:47:00,1.0,0.0,0.0,128.0,1.0,0.0,0.0,5.0,182.0,1.0,0.0,288.0,1.0,4.0,143.0,1.0,59.0,0.0,2.0,2.0
2011-04-20 02:48:00,1.0,0.0,0.0,129.0,1.0,0.0,0.0,5.0,182.0,1.0,0.0,282.0,1.0,3.0,12.0,0.0,59.0,0.0,2.0,2.0
2011-04-20 02:49:00,1.0,0.0,0.0,156.0,1.0,0.0,0.0,5.0,182.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,58.0,0.0,2.0,2.0
2011-04-20 02:50:00,1.0,0.0,0.0,154.0,1.0,0.0,0.0,5.0,181.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,58.0,0.0,0.0,2.0
2011-04-20 02:51:00,1.0,0.0,0.0,175.0,1.0,0.0,0.0,5.0,180.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,57.0,0.0,2.0,2.0
2011-04-20 02:52:00,1.0,0.0,0.0,155.0,1.0,0.0,0.0,5.0,180.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,57.0,0.0,2.0,2.0
2011-04-20 02:53:00,1.0,0.0,0.0,143.0,1.0,0.0,0.0,5.0,180.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,57.0,0.0,2.0,2.0
2011-04-20 02:54:00,2.0,1.0,1.0,159.0,146.0,0.0,0.0,5.0,180.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,57.0,0.0,2.0,2.0
